caseID,taskID,originator,eventtype,timestamp,contact,RepairType,objectKey,RepairInternally,EstimatedRepairTime,RepairCode,RepairOK
3,RepairReady,System,complete,1970-01-06 23:30,,,,,,,TRUE
3,SendTicketToFinAdmin,System,complete,1970-01-07 06:26,,,,,,,
3,ReadyInformClient,System,complete,1970-01-07 07:04,,,,,,,TRUE
3,TicketReady,System,complete,1970-01-07 07:04,,,,,,,
4,FirstContact,Monica,complete,1970-01-03 08:23,Personal,,,,,,
4,MakeTicket,Monica,start,1970-01-03 08:23,,,,,,,
4,MakeTicket,Monica,complete,1970-01-03 08:27,,P,6582,,,,
4,ArrangeSurvey,Monica,start,1970-01-03 08:27,,,,,,,
4,ArrangeSurvey,Monica,complete,1970-01-03 08:32,,,,,,,
4,InformClientSurvey,System,complete,1970-01-03 08:32,,,,,,,
4,Survey,Anne,start,1970-01-04 17:03,,,,,,,
4,Survey,Anne,complete,1970-01-04 17:42,,,,TRUE,120,1,
4,ImmediateRepair,Anne,start,1970-01-04 17:42,,,,,,,
4,ImmediateRepair,Anne,complete,1970-01-04 19:42,,,,,,,
4,RepairReady,System,complete,1970-01-04 19:42,,,,,,,TRUE
4,ReadyInformClient,System,complete,1970-01-04 20:56,,,,,,,TRUE
4,SendTicketToFinAdmin,System,complete,1970-01-04 23:35,,,,,,,
4,TicketReady,System,complete,1970-01-04 23:35,,,,,,,
5,FirstContact,Monica,complete,1970-01-07 20:41,Letter,,,,,,
5,MakeTicket,Monica,start,1970-01-07 20:41,,,,,,,
5,MakeTicket,Monica,complete,1970-01-07 20:47,,P,9857,,,,
5,ArrangeSurvey,Monica,start,1970-01-07 20:47,,,,,,,
5,ArrangeSurvey,Monica,complete,1970-01-07 20:52,,,,,,,
5,InformClientSurvey,System,complete,1970-01-07 20:52,,,,,,,
5,Survey,Anne,start,1970-01-09 22:35,,,,,,,
5,Survey,Anne,complete,1970-01-09 23:22,,,,TRUE,120,1,
5,ImmediateRepair,Anne,start,1970-01-09 23:22,,,,,,,
5,ImmediateRepair,Anne,complete,1970-01-10 01:10,,,,,,,
5,RepairReady,System,complete,1970-01-10 01:10,,,,,,,TRUE
5,ReadyInformClient,System,complete,1970-01-10 01:14,,,,,,,TRUE
5,SendTicketToFinAdmin,System,complete,1970-01-10 06:05,,,,,,,
5,TicketReady,System,complete,1970-01-10 06:05,,,,,,,
6,FirstContact,Monica,complete,1970-01-03 02:29,Letter,,,,,,
6,InformClientWrongPlace,Monica,complete,1970-01-03 02:29,,,,,,,
7,FirstContact,Monica,complete,1970-01-07 09:21,Letter,,,,,,
7,InformClientWrongPlace,Monica,complete,1970-01-07 09:21,,,,,,,
8,FirstContact,Monica,complete,1970-01-07 05:49,Personal,,,,,,
8,MakeTicket,Monica,start,1970-01-07 05:49,,,,,,,
8,MakeTicket,Monica,complete,1970-01-07 05:55,,P,9385,,,,
8,ArrangeSurvey,Monica,start,1970-01-07 05:55,,,,,,,
8,ArrangeSurvey,Monica,complete,1970-01-07 06:00,,,,,,,
8,InformClientSurvey,System,complete,1970-01-07 06:00,,,,,,,
8,Survey,Jacky,start,1970-01-14 01:29,,,,,,,
8,Survey,Jacky,complete,1970-01-14 02:14,,,,TRUE,120,1,
8,ImmediateRepair,Jacky,start,1970-01-14 02:14,,,,,,,
8,ImmediateRepair,Jacky,complete,1970-01-14 04:14,,,,,,,
8,RepairReady,System,complete,1970-01-14 04:14,,,,,,,TRUE
8,ReadyInformClient,System,complete,1970-01-14 08:03,,,,,,,TRUE
8,SendTicketToFinAdmin,System,complete,1970-01-14 08:31,,,,,,,
8,TicketReady,System,complete,1970-01-14 08:31,,,,,,,
9,FirstContact,Dian,complete,1970-01-03 19:08,Phone,,,,,,
9,MakeTicket,Dian,start,1970-01-03 19:08,,,,,,,
9,MakeTicket,Dian,complete,1970-01-03 19:13,,P,1772,,,,
9,ArrangeSurvey,Dian,start,1970-01-03 19:13,,,,,,,
9,ArrangeSurvey,Dian,complete,1970-01-03 19:15,,,,,,,
9,InformClientSurvey,System,complete,1970-01-03 19:15,,,,,,,
9,Survey,Anne,start,1970-01-03 20:43,,,,,,,
9,Survey,Anne,complete,1970-01-03 21:25,,,,TRUE,120,1,
9,ImmediateRepair,Anne,start,1970-01-03 21:25,,,,,,,
9,ImmediateRepair,Anne,complete,1970-01-03 23:37,,,,,,,
9,RepairReady,System,complete,1970-01-03 23:37,,,,,,,TRUE
9,ReadyInformClient,System,complete,1970-01-04 02:39,,,,,,,TRUE
9,SendTicketToFinAdmin,System,complete,1970-01-04 04:31,,,,,,,
9,TicketReady,System,complete,1970-01-04 04:31,,,,,,,
10,FirstContact,Monica,complete,1970-01-08 04:19,Letter,,,,,,
10,MakeTicket,Monica,start,1970-01-08 04:19,,,,,,,
10,MakeTicket,Monica,complete,1970-01-08 04:25,,P,5629,,,,
10,ArrangeSurvey,Monica,start,1970-01-08 04:25,,,,,,,
10,ArrangeSurvey,Dian,complete,1970-01-08 20:45,,,,,,,
10,InformClientSurvey,System,complete,1970-01-08 20:45,,,,,,,
10,Survey,Jacky,start,1970-01-11 04:14,,,,,,,
10,Survey,Jacky,complete,1970-01-11 05:09,,,,TRUE,120,1,
10,ImmediateRepair,Jacky,start,1970-01-11 05:09,,,,,,,
10,ImmediateRepair,Jacky,complete,1970-01-11 07:09,,,,,,,
10,RepairReady,System,complete,1970-01-11 07:09,,,,,,,TRUE
10,SendTicketToFinAdmin,System,complete,1970-01-11 10:46,,,,,,,
10,ReadyInformClient,System,complete,1970-01-11 10:53,,,,,,,TRUE
10,TicketReady,System,complete,1970-01-11 10:53,,,,,,,
11,FirstContact,Dian,complete,1970-01-07 06:48,Letter,,,,,,
11,MakeTicket,Dian,start,1970-01-07 06:48,,,,,,,
11,MakeTicket,Dian,complete,1970-01-07 06:53,,P,4152,,,,
11,ArrangeSurvey,Dian,start,1970-01-07 06:53,,,,,,,
11,ArrangeSurvey,Dian,complete,1970-01-07 06:58,,,,,,,
11,InformClientSurvey,System,complete,1970-01-07 06:58,,,,,,,
11,Survey,Anne,start,1970-01-07 12:22,,,,,,,
11,Survey,Anne,complete,1970-01-07 13:22,,,,TRUE,120,1,
11,ImmediateRepair,Anne,start,1970-01-07 13:22,,,,,,,
11,ImmediateRepair,Anne,complete,1970-01-07 15:22,,,,,,,
11,RepairReady,System,complete,1970-01-07 15:22,,,,,,,TRUE
11,ReadyInformClient,System,complete,1970-01-07 20:03,,,,,,,TRUE
11,SendTicketToFinAdmin,System,complete,1970-01-07 20:59,,,,,,,
11,TicketReady,System,complete,1970-01-07 20:59,,,,,,,
12,FirstContact,Monica,complete,1970-01-02 18:15,Personal,,,,,,
12,MakeTicket,Monica,start,1970-01-02 18:15,,,,,,,
12,MakeTicket,Monica,complete,1970-01-02 18:21,,E,7195,,,,
12,ArrangeSurvey,Monica,start,1970-01-02 18:21,,,,,,,
12,ArrangeSurvey,Monica,complete,1970-01-02 18:24,,,,,,,
12,InformClientSurvey,System,complete,1970-01-02 18:24,,,,,,,
12,Survey,Edd,start,1970-01-05 20:50,,,,,,,
12,Survey,Edd,complete,1970-01-05 21:41,,,,TRUE,240,1,
12,InternRepair,Paul,start,1970-01-08 04:49,,,,,,,
12,InternRepair,Paul,complete,1970-01-08 09:13,,,,,,,
12,InternRepair,Cindy,start,1970-01-08 18:10,,,,,,,
12,InternRepair,Cindy,complete,1970-01-08 22:10,,,,,,,
12,RepairReady,System,complete,1970-01-08 22:10,,,,,,,TRUE
12,ReadyInformClient,System,complete,1970-01-09 01:00,,,,,,,TRUE
12,SendTicketToFinAdmin,System,complete,1970-01-09 05:16,,,,,,,
12,TicketReady,System,complete,1970-01-09 05:16,,,,,,,
13,FirstContact,Monica,complete,1970-01-02 12:22,Web,,,,,,
13,InformClientWrongPlace,Monica,complete,1970-01-02 12:22,,,,,,,
14,FirstContact,Monica,complete,1970-01-04 00:25,Letter,,,,,,
14,MakeTicket,Monica,start,1970-01-04 00:25,,,,,,,
14,MakeTicket,Monica,complete,1970-01-04 00:31,,P,9117,,,,
14,ArrangeSurvey,Monica,start,1970-01-04 00:31,,,,,,,
14,ArrangeSurvey,Monica,complete,1970-01-04 00:33,,,,,,,
14,InformClientSurvey,System,complete,1970-01-04 00:33,,,,,,,
14,Survey,Jacky,start,1970-01-06 11:54,,,,,,,
14,Survey,Jacky,complete,1970-01-06 12:33,,,,TRUE,120,1,
14,ImmediateRepair,Jacky,start,1970-01-06 12:33,,,,,,,
14,ImmediateRepair,Jacky,complete,1970-01-06 14:33,,,,,,,
14,RepairReady,System,complete,1970-01-06 14:33,,,,,,,TRUE
14,SendTicketToFinAdmin,System,complete,1970-01-06 14:44,,,,,,,
14,ReadyInformClient,System,complete,1970-01-06 20:11,,,,,,,TRUE
14,TicketReady,System,complete,1970-01-06 20:11,,,,,,,
15,FirstContact,Monica,complete,1970-01-05 09:21,Phone,,,,,,
15,MakeTicket,Monica,start,1970-01-05 09:21,,,,,,,
15,MakeTicket,Monica,complete,1970-01-05 09:23,,P,7031,,,,
15,ArrangeSurvey,Monica,start,1970-01-05 09:23,,,,,,,
15,ArrangeSurvey,Monica,complete,1970-01-05 09:26,,,,,,,
15,InformClientSurvey,System,complete,1970-01-05 09:26,,,,,,,
15,Survey,Barbara,start,1970-01-06 05:27,,,,,,,
15,Survey,Barbara,complete,1970-01-06 06:24,,,,TRUE,120,1,
15,ImmediateRepair,Barbara,start,1970-01-06 06:24,,,,,,,
15,ImmediateRepair,Barbara,complete,1970-01-06 08:12,,,,,,,
15,ExternRepair,DoIt,start,1970-01-06 08:12,,,,,,,
15,RepairReady,System,complete,1970-01-06 10:00,,,,,,,TRUE
15,SendTicketToFinAdmin,System,complete,1970-01-06 16:13,,,,,,,
15,ReadyInformClient,System,complete,1970-01-06 16:23,,,,,,,TRUE
15,TicketReady,System,complete,1970-01-06 16:23,,,,,,,
16,FirstContact,Dian,complete,1970-01-08 03:54,Web,,,,,,
16,MakeTicket,Dian,start,1970-01-08 03:54,,,,,,,
16,MakeTicket,Dian,complete,1970-01-08 03:57,,P,9679,,,,
16,ArrangeSurvey,Dian,start,1970-01-08 03:57,,,,,,,
16,ArrangeSurvey,Dian,complete,1970-01-08 14:50,,,,,,,
16,InformClientSurvey,System,complete,1970-01-08 14:50,,,,,,,
16,Survey,Jacky,start,1970-01-11 23:41,,,,,,,
16,Survey,Jacky,complete,1970-01-12 00:15,,,,TRUE,120,1,
16,ImmediateRepair,Jacky,start,1970-01-12 00:15,,,,,,,
16,ImmediateRepair,Jacky,complete,1970-01-12 02:15,,,,,,,
16,RepairReady,System,complete,1970-01-12 02:15,,,,,,,TRUE
16,ReadyInformClient,System,complete,1970-01-12 04:27,,,,,,,TRUE
16,SendTicketToFinAdmin,System,complete,1970-01-12 05:16,,,,,,,
16,TicketReady,System,complete,1970-01-12 05:16,,,,,,,
17,FirstContact,Dian,complete,1970-01-03 22:25,Personal,,,,,,
17,MakeTicket,Dian,start,1970-01-03 22:25,,,,,,,
17,MakeTicket,Dian,complete,1970-01-03 22:30,,B,659,,,,
17,ArrangeSurvey,Dian,start,1970-01-03 22:30,,,,,,,
17,ArrangeSurvey,Dian,complete,1970-01-03 22:35,,,,,,,
17,InformClientSurvey,System,complete,1970-01-03 22:35,,,,,,,
17,Survey,Eric,start,1970-01-03 22:35,,,,,,,
17,Survey,Eric,complete,1970-01-03 23:04,,,,FALSE,480,4,
17,ExternRepair,DoIt,start,1970-01-03 23:04,,,,,,,
17,RepairReady,System,complete,1970-01-04 07:04,,,,,,,TRUE
17,ReadyInformClient,System,complete,1970-01-04 08:45,,,,,,,TRUE
17,SendTicketToFinAdmin,System,complete,1970-01-04 09:21,,,,,,,
17,TicketReady,System,complete,1970-01-04 09:21,,,,,,,
18,FirstContact,Monica,complete,1970-01-08 06:17,Phone,,,,,,
18,MakeTicket,Monica,start,1970-01-08 06:17,,,,,,,
18,MakeTicket,Monica,complete,1970-01-08 06:21,,E,9679,,,,
18,ArrangeSurvey,Monica,start,1970-01-08 06:21,,,,,,,
18,ArrangeSurvey,Monica,complete,1970-01-08 06:26,,,,,,,
18,InformClientSurvey,System,complete,1970-01-08 06:26,,,,,,,
18,Survey,Edd,start,1970-01-12 06:55,,,,,,,
18,Survey,Edd,complete,1970-01-12 07:12,,,,TRUE,240,1,
18,InternRepair,Cindy,start,1970-01-13 23:36,,,,,,,
18,InternRepair,Cindy,complete,1970-01-14 03:12,,,,,,,
18,ExternRepair,DoIt,start,1970-01-14 03:12,,,,,,,
18,RepairReady,System,complete,1970-01-14 07:12,,,,,,,TRUE
18,ReadyInformClient,System,complete,1970-01-14 10:58,,,,,,,TRUE
18,SendTicketToFinAdmin,System,complete,1970-01-14 11:32,,,,,,,
18,TicketReady,System,complete,1970-01-14 11:32,,,,,,,
19,FirstContact,Monica,complete,1970-01-07 01:44,Web,,,,,,
19,MakeTicket,Monica,start,1970-01-07 01:44,,,,,,,
19,MakeTicket,Monica,complete,1970-01-07 01:47,,P,8404,,,,
19,ArrangeSurvey,Monica,start,1970-01-07 01:47,,,,,,,
19,ArrangeSurvey,Dian,complete,1970-01-07 04:30,,,,,,,
19,InformClientSurvey,System,complete,1970-01-07 04:30,,,,,,,
19,Survey,Anne,start,1970-01-13 20:49,,,,,,,
19,Survey,Anne,complete,1970-01-13 21:24,,,,TRUE,120,1,
19,ImmediateRepair,Anne,start,1970-01-13 21:24,,,,,,,
19,ImmediateRepair,Anne,complete,1970-01-13 23:36,,,,,,,
19,RepairReady,System,complete,1970-01-13 23:36,,,,,,,TRUE
19,SendTicketToFinAdmin,System,complete,1970-01-14 04:44,,,,,,,
19,ReadyInformClient,System,complete,1970-01-14 06:40,,,,,,,TRUE
19,TicketReady,System,complete,1970-01-14 06:40,,,,,,,
20,FirstContact,Dian,complete,1970-01-07 18:57,Phone,,,,,,
20,MakeTicket,Dian,start,1970-01-07 18:57,,,,,,,
20,MakeTicket,Dian,complete,1970-01-07 19:03,,P,2067,,,,
20,ArrangeSurvey,Dian,start,1970-01-07 19:03,,,,,,,
20,ArrangeSurvey,Dian,complete,1970-01-07 19:07,,,,,,,
20,InformClientSurvey,System,complete,1970-01-07 19:07,,,,,,,
20,Survey,Anne,start,1970-01-12 06:01,,,,,,,
20,Survey,Anne,complete,1970-01-12 06:48,,,,TRUE,240,2,
20,InternRepair,Anne,start,1970-01-12 06:48,,,,,,,
20,InternRepair,Anne,complete,1970-01-12 10:48,,,,,,,
20,RepairReady,System,complete,1970-01-12 10:48,,,,,,,TRUE
20,SendTicketToFinAdmin,System,complete,1970-01-12 13:56,,,,,,,
20,ReadyInformClient,System,complete,1970-01-12 14:52,,,,,,,TRUE
20,TicketReady,System,complete,1970-01-12 14:52,,,,,,,
21,FirstContact,Monica,complete,1970-01-03 10:41,Personal,,,,,,
21,MakeTicket,Monica,start,1970-01-03 10:41,,,,,,,
21,MakeTicket,Monica,complete,1970-01-03 10:43,,P,7161,,,,
21,ArrangeSurvey,Monica,start,1970-01-03 10:43,,,,,,,
21,ArrangeSurvey,Monica,complete,1970-01-03 10:48,,,,,,,
21,InformClientSurvey,System,complete,1970-01-03 10:48,,,,,,,
21,Survey,Anne,start,1970-01-04 01:06,,,,,,,
21,Survey,Anne,complete,1970-01-04 01:48,,,,TRUE,120,1,
21,ImmediateRepair,Anne,start,1970-01-04 01:48,,,,,,,
21,ImmediateRepair,Anne,complete,1970-01-04 03:36,,,,,,,
21,RepairReady,System,complete,1970-01-04 03:36,,,,,,,TRUE
21,SendTicketToFinAdmin,System,complete,1970-01-04 06:17,,,,,,,
21,ReadyInformClient,System,complete,1970-01-04 10:30,,,,,,,TRUE
21,TicketReady,System,complete,1970-01-04 10:30,,,,,,,
22,FirstContact,Monica,complete,1970-01-07 10:25,Letter,,,,,,
22,MakeTicket,Monica,start,1970-01-07 10:25,,,,,,,
22,MakeTicket,Monica,complete,1970-01-07 10:31,,P,7752,,,,
22,ArrangeSurvey,Monica,start,1970-01-07 10:31,,,,,,,
22,ArrangeSurvey,Dian,complete,1970-01-07 14:57,,,,,,,
22,InformClientSurvey,System,complete,1970-01-07 14:57,,,,,,,
22,Survey,Anne,start,1970-01-07 18:24,,,,,,,
22,Survey,Anne,complete,1970-01-07 18:57,,,,FALSE,360,4,
22,ExternRepair,FixIt,start,1970-01-07 18:57,,,,,,,
22,RepairReady,System,complete,1970-01-08 00:57,,,,,,,TRUE
22,ReadyInformClient,System,complete,1970-01-08 05:47,,,,,,,TRUE
22,SendTicketToFinAdmin,System,complete,1970-01-08 08:18,,,,,,,
22,TicketReady,System,complete,1970-01-08 08:18,,,,,,,
23,FirstContact,Monica,complete,1970-01-03 10:48,Phone,,,,,,
23,MakeTicket,Monica,start,1970-01-03 10:48,,,,,,,
23,MakeTicket,Monica,complete,1970-01-03 10:53,,B,9334,,,,
23,ArrangeSurvey,Monica,start,1970-01-03 10:53,,,,,,,
23,ArrangeSurvey,Monica,complete,1970-01-03 10:56,,,,,,,
23,InformClientSurvey,System,complete,1970-01-03 10:56,,,,,,,
23,Survey,Nick,start,1970-01-03 10:56,,,,,,,
23,Survey,Nick,complete,1970-01-03 11:18,,,,TRUE,60,1,
23,ImmediateRepair,Nick,start,1970-01-03 11:18,,,,,,,
23,ImmediateRepair,Nick,complete,1970-01-03 12:12,,,,,,,
23,RepairReady,System,complete,1970-01-03 12:12,,,,,,,TRUE
23,SendTicketToFinAdmin,System,complete,1970-01-03 12:40,,,,,,,
23,ReadyInformClient,System,complete,1970-01-03 15:07,,,,,,,TRUE
23,TicketReady,System,complete,1970-01-03 15:07,,,,,,,
24,FirstContact,Dian,complete,1970-01-07 05:43,Letter,,,,,,
24,MakeTicket,Dian,start,1970-01-07 05:43,,,,,,,
24,MakeTicket,Dian,complete,1970-01-07 05:46,,E,7659,,,,
24,ArrangeSurvey,Dian,start,1970-01-07 05:46,,,,,,,
24,ArrangeSurvey,Monica,complete,1970-01-07 14:28,,,,,,,
24,InformClientSurvey,System,complete,1970-01-07 14:28,,,,,,,
24,Survey,Cindy,start,1970-01-12 11:42,,,,,,,
24,Survey,Cindy,complete,1970-01-12 12:36,,,,TRUE,240,1,
24,InternRepair,Cindy,start,1970-01-15 11:16,,,,,,,
24,InternRepair,Cindy,complete,1970-01-15 14:52,,,,,,,
24,RepairReady,System,complete,1970-01-15 14:52,,,,,,,TRUE
24,ReadyInformClient,System,complete,1970-01-15 19:33,,,,,,,TRUE
24,SendTicketToFinAdmin,System,complete,1970-01-15 22:47,,,,,,,
24,TicketReady,System,complete,1970-01-15 22:47,,,,,,,
25,FirstContact,Dian,complete,1970-01-02 07:46,Personal,,,,,,
25,MakeTicket,Dian,start,1970-01-02 07:46,,,,,,,
25,MakeTicket,Dian,complete,1970-01-02 07:48,,P,7103,,,,
25,ArrangeSurvey,Dian,start,1970-01-02 07:48,,,,,,,
25,ArrangeSurvey,Dian,complete,1970-01-02 07:53,,,,,,,
25,InformClientSurvey,System,complete,1970-01-02 07:53,,,,,,,
25,Survey,Jacky,start,1970-01-02 20:54,,,,,,,
25,Survey,Jacky,complete,1970-01-02 21:28,,,,TRUE,120,1,
25,ImmediateRepair,Jacky,start,1970-01-02 21:28,,,,,,,
25,ImmediateRepair,Jacky,complete,1970-01-02 23:28,,,,,,,
25,RepairReady,System,complete,1970-01-02 23:28,,,,,,,TRUE
25,ReadyInformClient,System,complete,1970-01-03 04:54,,,,,,,TRUE
25,SendTicketToFinAdmin,System,complete,1970-01-03 05:37,,,,,,,
25,TicketReady,System,complete,1970-01-03 05:37,,,,,,,
26,FirstContact,Monica,complete,1970-01-01 14:36,Web,,,,,,
26,MakeTicket,Monica,start,1970-01-01 14:36,,,,,,,
26,MakeTicket,Monica,complete,1970-01-01 14:38,,E,5239,,,,
26,ArrangeSurvey,Monica,start,1970-01-01 14:38,,,,,,,
26,ArrangeSurvey,Monica,complete,1970-01-03 03:07,,,,,,,
26,InformClientSurvey,System,complete,1970-01-03 03:07,,,,,,,
26,Survey,John,start,1970-01-06 23:06,,,,,,,
26,Survey,John,complete,1970-01-06 23:44,,,,TRUE,240,1,
26,InternRepair,John,start,1970-01-06 23:44,,,,,,,
26,InternRepair,John,complete,1970-01-07 03:20,,,,,,,
26,RepairReady,System,complete,1970-01-07 03:20,,,,,,,TRUE
26,ReadyInformClient,System,complete,1970-01-07 06:59,,,,,,,TRUE
26,SendTicketToFinAdmin,System,complete,1970-01-07 10:55,,,,,,,
26,TicketReady,System,complete,1970-01-07 10:55,,,,,,,
27,FirstContact,Dian,complete,1970-01-06 01:33,Personal,,,,,,
27,MakeTicket,Dian,start,1970-01-06 01:33,,,,,,,
27,MakeTicket,Dian,complete,1970-01-06 01:37,,P,9709,,,,
27,ArrangeSurvey,Dian,start,1970-01-06 01:37,,,,,,,
27,ArrangeSurvey,Dian,complete,1970-01-06 01:42,,,,,,,
27,InformClientSurvey,System,complete,1970-01-06 01:42,,,,,,,
27,Survey,Anne,start,1970-01-09 01:38,,,,,,,
27,Survey,Anne,complete,1970-01-09 02:20,,,,TRUE,120,1,
27,ImmediateRepair,Anne,start,1970-01-09 02:20,,,,,,,
27,ImmediateRepair,Anne,complete,1970-01-09 04:08,,,,,,,
27,RepairReady,System,complete,1970-01-09 04:08,,,,,,,TRUE
27,SendTicketToFinAdmin,System,complete,1970-01-09 07:28,,,,,,,
27,ReadyInformClient,System,complete,1970-01-09 10:32,,,,,,,TRUE
27,TicketReady,System,complete,1970-01-09 10:32,,,,,,,
28,FirstContact,Dian,complete,1970-01-04 17:48,Letter,,,,,,
28,MakeTicket,Dian,start,1970-01-04 17:48,,,,,,,
28,MakeTicket,Dian,complete,1970-01-04 17:52,,P,731,,,,
28,ArrangeSurvey,Dian,start,1970-01-04 17:52,,,,,,,
28,ArrangeSurvey,Monica,complete,1970-01-05 17:35,,,,,,,
28,InformClientSurvey,System,complete,1970-01-05 17:35,,,,,,,
28,Survey,Anne,start,1970-01-06 07:33,,,,,,,
28,Survey,Anne,complete,1970-01-06 08:09,,,,TRUE,120,1,
28,ImmediateRepair,Anne,start,1970-01-06 08:09,,,,,,,
28,ImmediateRepair,Anne,complete,1970-01-06 10:21,,,,,,,
28,RepairReady,System,complete,1970-01-06 10:21,,,,,,,TRUE
28,SendTicketToFinAdmin,System,complete,1970-01-06 12:39,,,,,,,
28,ReadyInformClient,System,complete,1970-01-06 14:39,,,,,,,TRUE
28,TicketReady,System,complete,1970-01-06 14:39,,,,,,,
29,FirstContact,Dian,complete,1970-01-05 17:02,Letter,,,,,,
29,MakeTicket,Dian,start,1970-01-05 17:02,,,,,,,
29,MakeTicket,Dian,complete,1970-01-05 17:04,,P,5344,,,,
29,ArrangeSurvey,Dian,start,1970-01-05 17:04,,,,,,,
29,ArrangeSurvey,Dian,complete,1970-01-05 18:44,,,,,,,
29,InformClientSurvey,System,complete,1970-01-05 18:44,,,,,,,
29,Survey,Anne,start,1970-01-06 22:30,,,,,,,
29,Survey,Anne,complete,1970-01-06 23:17,,,,TRUE,240,2,
29,InternRepair,Anne,start,1970-01-06 23:17,,,,,,,
29,InternRepair,Anne,complete,1970-01-07 02:53,,,,,,,
29,ExternRepair,FixIt,start,1970-01-07 02:53,,,,,,,
29,RepairReady,System,complete,1970-01-07 08:29,,,,,,,TRUE
29,ReadyInformClient,System,complete,1970-01-07 09:59,,,,,,,TRUE
29,SendTicketToFinAdmin,System,complete,1970-01-07 14:00,,,,,,,
29,TicketReady,System,complete,1970-01-07 14:00,,,,,,,
30,FirstContact,Monica,complete,1970-01-04 03:17,Letter,,,,,,
30,MakeTicket,Monica,start,1970-01-04 03:17,,,,,,,
30,MakeTicket,Monica,complete,1970-01-04 03:22,,P,7246,,,,
30,ArrangeSurvey,Monica,start,1970-01-04 03:22,,,,,,,
30,ArrangeSurvey,Monica,complete,1970-01-04 03:24,,,,,,,
30,InformClientSurvey,System,complete,1970-01-04 03:24,,,,,,,
30,Survey,Anne,start,1970-01-07 17:42,,,,,,,
30,Survey,Anne,complete,1970-01-07 18:24,,,,FALSE,360,4,
30,ExternRepair,DoIt,start,1970-01-07 18:24,,,,,,,
30,RepairReady,System,complete,1970-01-08 01:00,,,,,,,TRUE
30,SendTicketToFinAdmin,System,complete,1970-01-08 02:26,,,,,,,
30,ReadyInformClient,System,complete,1970-01-08 06:28,,,,,,,TRUE
30,TicketReady,System,complete,1970-01-08 06:28,,,,,,,
31,FirstContact,Monica,complete,1970-01-02 12:04,Letter,,,,,,
31,MakeTicket,Monica,start,1970-01-02 12:04,,,,,,,
31,MakeTicket,Monica,complete,1970-01-02 12:07,,P,6411,,,,
31,ArrangeSurvey,Monica,start,1970-01-02 12:07,,,,,,,
31,ArrangeSurvey,Monica,complete,1970-01-02 12:11,,,,,,,
31,InformClientSurvey,System,complete,1970-01-02 12:11,,,,,,,
31,Survey,Barbara,start,1970-01-03 17:00,,,,,,,
